task,directive,feedback_loop,learning,none,task_iteration,validation,not_classified
"Provide private instruction to individual or small groups of students to improve academic performance, improve occupational skills, or prepare for academic or occupational tests.",0.2685,0.1734,0.3608,0.0755,0.0336,0.08810000000000001,0.0
"Provide product information, using lectures, films, charts, or slide shows.",0.7619,0.09519999999999999,0.023799999999999998,0.11900000000000001,0.0,0.0,0.0
"Provide regulatory guidance to departments or development project teams regarding design, development, evaluation, or marketing of products.",0.835,0.0291,0.0583,0.0146,0.0194,0.0437,0.0
Provide requested information on students' progress and the development of case plans.,0.8946999999999999,0.0263,0.0,0.0,0.0526,0.0263,0.0
"Provide scientific or technical guidance or expertise to scientists, engineers, technologists, technicians, or others, using knowledge of chemical, analytical, or biological processes as applied to micro and nanoscale systems.",0.6412,0.0412,0.2353,0.0,0.0353,0.0471,0.0
"Provide staff and users with assistance solving computer-related problems, such as malfunctions and program problems.",0.4057,0.4714,0.0548,0.0361,0.024700000000000003,0.0073,0.0
Provide staff with assistance in performing difficult or complicated duties.,0.7076,0.0809,0.015700000000000002,0.1253,0.0548,0.015700000000000002,0.0
"Provide statistical and computational tools for biologically based activities, such as genetic analysis, measurement of gene expression, or gene function determination.",0.6470999999999999,0.29410000000000003,0.0,0.0,0.0588,0.0,0.0
"Provide students with information on topics such as college degree programs and admission requirements, financial aid opportunities, trade and technical schools, and apprenticeship programs.",0.5097999999999999,0.15689999999999998,0.27449999999999997,0.0392,0.0,0.0196,0.0
"Provide supportive materials for exhibits and displays, such as press kits, advertising, publicity notices, posters, brochures, catalogues, and invitations.",1.0,0.0,0.0,0.0,0.0,0.0,0.0
Provide system design and integration recommendations.,0.5,0.1528,0.18059999999999998,0.0139,0.1389,0.0139,0.0
Provide technical advice and guidance to organizations on how to handle health-related problems and make needed changes.,0.6757,0.08109999999999999,0.1892,0.0,0.027000000000000003,0.027000000000000003,0.0
"Provide technical advice to industrial or managerial personnel regarding design, construction, program modifications, or structural repairs.",0.6179,0.0407,0.1382,0.024399999999999998,0.1545,0.024399999999999998,0.0
"Provide technical and non-technical support and services to clients or other staff members regarding the use, operation, and maintenance of equipment.",0.5854,0.1494,0.1646,0.0518,0.042699999999999995,0.0060999999999999995,0.0
Provide technical customer service.,0.5829,0.165,0.1576,0.051,0.0315,0.012,0.0
"Provide technical direction or support to installation teams during installation, start-up, testing, system commissioning, or performance monitoring.",0.5254,0.28809999999999997,0.0508,0.0508,0.0678,0.0169,0.0
Provide technical direction to other engineers or engineering support personnel.,0.5373,0.0894,0.1727,0.027999999999999997,0.1093,0.0634,0.0
Provide technical expertise or support related to manufacturing.,0.6667000000000001,0.037000000000000005,0.2407,0.0,0.037000000000000005,0.018500000000000003,0.0
Provide technical guidance or support for the development or troubleshooting of systems.,0.5114,0.2773,0.1,0.039599999999999996,0.0538,0.0179,0.0
"Provide technical support for existing reports, dashboards, or other tools.",0.6909000000000001,0.1243,0.0924,0.0391,0.0462,0.0070999999999999995,0.0
Provide technical support or instruction to staff or customers regarding electronics equipment standards.,0.6154,0.0736,0.21739999999999998,0.0268,0.0401,0.0268,0.0
Provide technical support to computer users for installation and use of security products.,0.6773,0.1076,0.1235,0.0518,0.0159,0.0239,0.0
"Provide technical support to designers, marketing and sales departments, suppliers, engineers and other team members throughout the product development and implementation process.",0.5133,0.13269999999999998,0.0973,0.0,0.23010000000000003,0.0265,0.0
Provide technical support to junior staff or clients.,0.4608,0.2647,0.1765,0.0294,0.0392,0.0294,0.0
"Provide technical support to other employees regarding mechanical design, fabrication, testing, or documentation.",0.5977,0.023,0.1954,0.069,0.0575,0.0575,0.0
Provide training and support to system designers and users.,0.48710000000000003,0.1474,0.2143,0.04019999999999999,0.083,0.027999999999999997,0.0
Provide training or technical assistance in Web site implementation or use.,0.4807,0.24309999999999998,0.16570000000000001,0.0608,0.049699999999999994,0.0,0.0
Provide user support by diagnosing network and device problems and implementing technical or procedural solutions.,0.3333,0.6061,0.028399999999999998,0.0208,0.011399999999999999,0.0,0.0
Question patrons regarding desired services and haircut styles.,0.5115999999999999,0.0698,0.0,0.3953,0.0116,0.0116,0.0
"Quote prices, credit terms, contract terms, or fulfillment dates for services.",0.8667,0.0167,0.0167,0.0,0.0667,0.0333,0.0
"Quote prices, credit terms, or other bid specifications.",0.8769,0.1231,0.0,0.0,0.0,0.0,0.0
"Read and analyze incoming memos, submissions, and reports to determine their significance and plan their distribution.",0.6745,0.0034999999999999996,0.0027,0.3159,0.0015,0.0019,0.0
"Read and interpret blueprints, schematics, work specifications, drawings, or charts.",0.9643,0.0,0.0,0.035699999999999996,0.0,0.0,0.0
"Read and interpret blueprints, technical drawings, schematics, or computer-generated reports.",0.9783,0.0,0.0,0.0,0.0217,0.0,0.0
"Read and interpret electronic circuit diagrams, function block diagrams, specifications, engineering drawings, and service manuals.",0.9828,0.0,0.0,0.0172,0.0,0.0,0.0
"Read and interpret engineering drawings, diagrams, instructions, or specifications to determine needed repairs, fabrication method, and operation sequence.",0.9412,0.0147,0.0074,0.022099999999999998,0.0147,0.0,0.0
"Read and interpret work orders and instructions to determine work assignments, process specifications, and production schedules.",0.9473999999999999,0.0526,0.0,0.0,0.0,0.0,0.0
"Read and understand operating manuals, blueprints, and technical drawings.",0.8725,0.0196,0.0163,0.0588,0.0294,0.0033,0.0
"Read copy or proof to detect and correct errors in spelling, punctuation, and syntax.",0.8824,0.0083,0.0014000000000000002,0.009000000000000001,0.0356,0.0633,0.0
Read corrected copies or proofs to ensure that all corrections have been made.,0.6364,0.0545,0.0,0.0364,0.0727,0.2,0.0
Read documentation to confirm the identity of the deceased.,0.9571,0.0,0.0,0.0,0.0,0.0429,0.0
Read documents on pleadings and motions to ascertain facts and issues.,0.8092,0.0022,0.0011,0.0011,0.0077,0.1787,0.0
"Read from scripts or books to narrate action or to inform or entertain audiences, utilizing few or no stage props.",0.3333,0.5971,0.0037,0.0366,0.0256,0.0037,0.0
Read incoming correspondence to ascertain nature of writers' concerns and to determine disposition of correspondence.,0.8522,0.0078000000000000005,0.001,0.1369,0.0,0.0021,0.0
"Read inventory records, customer orders, or shipping schedules to determine required activities.",0.4842,0.020499999999999997,0.0008,0.4927,0.0015,0.0004,0.0
"Read manuals, periodicals, and technical reports to learn how to develop programs that meet staff and user requirements.",0.8883,0.021099999999999997,0.0174,0.0483,0.0226,0.0023,0.0
Read search requests to ascertain types of title evidence required and to obtain descriptions of properties and names of involved parties.,0.9976,0.0,0.0,0.0,0.0024,0.0,0.0
Read service guides to find information needed to perform repairs.,0.8361,0.06559999999999999,0.016399999999999998,0.08199999999999999,0.0,0.0,0.0
"Read source documents such as canceled checks, sales reports, or bills, and enter data in specific data fields or onto tapes or disks for subsequent entry, using keyboards or scanners.",0.9843999999999999,0.0091,0.0,0.0038,0.0027,0.0,0.0
"Read specifications, such as blueprints, charts, or schematics, to determine machine settings or adjustments.",0.9,0.05,0.0,0.0,0.05,0.0,0.0
"Read technical manuals, confer with users, or conduct computer diagnostics to investigate and resolve problems or to provide technical assistance and support.",0.8223999999999999,0.0695,0.0509,0.028900000000000002,0.0227,0.0055000000000000005,0.0
"Read through contracts, regulations, and procedural guidelines to ensure comprehension and compliance.",0.9605,0.0087,0.0023,0.0064,0.0084,0.0137,0.0
Read work orders or receive oral instructions to determine work assignments or material or equipment needs.,0.7447,0.0547,0.0,0.17329999999999998,0.024300000000000002,0.003,0.0
Read work orders to determine production specifications or information.,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Read work orders, blueprints, plans, datasheets or site drawings to determine work to be done.",0.9867,0.0044,0.0,0.0044,0.0044,0.0,0.0
"Read worker logs, product processing sheets, or specification sheets to verify that records adhere to quality assurance specifications.",0.871,0.0161,0.0,0.0968,0.0161,0.0,0.0
"Read written materials, such as legal documents, scientific works, or news reports, and rewrite material into specified languages.",0.9849,0.0022,0.0005,0.0066,0.0052,0.0006,0.0
"Read, evaluate and edit manuscripts or other materials submitted for publication, and confer with authors regarding changes in content, style or organization, or publication.",0.42060000000000003,0.0317,0.004,0.004,0.22219999999999998,0.3175,0.0
"Reassure passengers when situations, such as turbulence, are encountered.",0.15789999999999998,0.47369999999999995,0.0,0.36840000000000006,0.0,0.0,0.0
Receive and place telephone calls.,0.8519,0.0572,0.0,0.0909,0.0,0.0,0.0
Receive and process customer payments.,0.818,0.1459,0.0015,0.0301,0.0045000000000000005,0.0,0.0
Receive and respond to customer complaints.,0.6393,0.2016,0.0034000000000000002,0.1435,0.01,0.0021,0.0
"Receive and route messages or documents, such as laboratory results, to appropriate staff.",0.9551999999999999,0.0373,0.0,0.0075,0.0,0.0,0.0
"Receive patients, schedule appointments, and maintain patient records.",0.5921,0.21050000000000002,0.0132,0.1447,0.0395,0.0,0.0
"Receive payment by cash, check, credit cards, vouchers, or automatic debits.",0.7606999999999999,0.22089999999999999,0.0,0.0184,0.0,0.0,0.0
Receive payment or obtain credit authorization.,0.6584,0.3043,0.0,0.0311,0.0,0.0062,0.0
Recommend actions in fraud cases.,0.7143,0.061200000000000004,0.0816,0.0204,0.0816,0.0408,0.0
"Recommend actions to ensure compliance with laws and regulations, or to protect solvency of institutions.",0.7318000000000001,0.031,0.0682,0.0155,0.04650000000000001,0.107,0.0
Recommend adjudication of product complaints.,0.9728,0.0054,0.0,0.0163,0.0054,0.0,0.0
"Recommend and explain the use of cosmetics, lotions, and creams to soften and lubricate skin and enhance and restore natural appearance.",0.85,0.1,0.05,0.0,0.0,0.0,0.0
"Recommend and implement measures to improve worker motivation, work methods, or customer services.",0.871,0.0645,0.0323,0.0,0.0323,0.0,0.0
Recommend and implement performance improvements.,0.6724,0.128,0.0546,0.018799999999999997,0.1109,0.0154,0.0
Recommend and provide advice on a wide variety of products and services.,0.7628,0.034,0.09699999999999999,0.0528,0.041299999999999996,0.0121,0.0
"Recommend approval, denial, or conditional approval of proposals.",0.9666,0.0079,0.0,0.0098,0.0059,0.0098,0.0
"Recommend changes in rules, policies, standards, and regulations, based on knowledge of operating conditions, aircraft improvements, and other factors.",0.7547,0.056600000000000004,0.0943,0.056600000000000004,0.0189,0.0189,0.0
Recommend changes that could improve service and increase operational efficiency.,0.7433,0.059800000000000006,0.0724,0.0236,0.0882,0.0126,0.0
Recommend changes to company procedures in response to changes in regulations or standards.,0.6857,0.019,0.019,0.0095,0.1048,0.16190000000000002,0.0
"Recommend changes to curricula or delivery methods, based on information such as instructional effectiveness data, current or future performance requirements, feasibility, and costs.",0.8462000000000001,0.0,0.0,0.0,0.0,0.15380000000000002,0.0
"Recommend changes to improve systems and network configurations, and determine hardware or software requirements related to such changes.",0.6033,0.1452,0.1063,0.0184,0.1084,0.0184,0.0
Recommend corrective or preventive actions to assure or improve product quality or reliability.,0.7153,0.09720000000000001,0.0347,0.0034999999999999996,0.0625,0.0868,0.0
Recommend data-driven solutions to key stakeholders.,0.8370000000000001,0.0519,0.0815,0.0148,0.0074,0.0074,0.0
Recommend design modifications to eliminate machine or system malfunctions.,0.5489999999999999,0.1961,0.0784,0.0,0.15689999999999998,0.0196,0.0
"Recommend financial products, such as stocks, bonds, mutual funds, or insurance.",0.8829,0.02,0.02,0.0029,0.0571,0.0171,0.0
Recommend improvements in security systems or procedures.,0.8234999999999999,0.0,0.1765,0.0,0.0,0.0,0.0
Recommend information security enhancements to management.,0.8414,0.0441,0.048499999999999995,0.0264,0.0352,0.0044,0.0
Recommend interventions to modify behavior associated with health risks.,0.8779,0.053399999999999996,0.015300000000000001,0.053399999999999996,0.0,0.0,0.0
"Recommend investments and investment timing to companies, investment firm staff, or the public.",0.9551000000000001,0.0239,0.0026,0.001,0.0085,0.0089,0.0
"Recommend mark-up rates, mark-down rates, or merchandise selling prices.",0.6640999999999999,0.1484,0.0625,0.023399999999999997,0.09380000000000001,0.0078000000000000005,0.0
Recommend merchandise or services that will meet customers' needs.,0.8761,0.0088,0.0265,0.0088,0.0708,0.0088,0.0
"Recommend methods for improving utilization of personnel, material, and utilities.",0.8162999999999999,0.0408,0.0816,0.0,0.0408,0.0204,0.0
Recommend methods to increase lifestyle physical activity.,0.7564,0.109,0.0192,0.0641,0.0385,0.0128,0.0
"Recommend necessary corrective actions, based on inspection results.",0.7426999999999999,0.04769999999999999,0.0338,0.0116,0.0652,0.099,0.0
Recommend new or improved processes or equipment to reduce risk exposure.,0.7985,0.022799999999999997,0.0837,0.049400000000000006,0.0152,0.0304,0.0
Recommend new systems and processes to improve operations.,0.6547,0.09910000000000001,0.1081,0.0601,0.06309999999999999,0.015,0.0
"Recommend or implement methods to monitor, evaluate, or enable resolution of safety, operations, or compliance interruptions.",0.875,0.035699999999999996,0.0179,0.0536,0.0179,0.0,0.0
"Recommend procedures for detection, prevention, and elimination of physical, chemical, or other product hazards.",0.6973999999999999,0.0263,0.1447,0.10529999999999999,0.0,0.0263,0.0
"Recommend procedures, equipment, or software upgrades to increase data accessibility or ease of use.",0.6731999999999999,0.09269999999999999,0.1024,0.043899999999999995,0.0732,0.0146,0.0
"Recommend product or component design improvements, based on test data or observations.",0.6831999999999999,0.1188,0.0594,0.0,0.07919999999999999,0.0594,0.0
Recommend product or service improvements to employers.,0.838,0.021099999999999997,0.0,0.021099999999999997,0.0634,0.056299999999999996,0.0
"Recommend products to customers, based on customers' needs and interests.",0.8525,0.0449,0.0241,0.0333,0.041100000000000005,0.0040999999999999995,0.0
Recommend remedial procedures to correct any violations found during inspections.,0.7761,0.044800000000000006,0.0149,0.0348,0.0348,0.09449999999999999,0.0
Recommend resolution of identified deviations from established product or process standards.,0.7879,0.030299999999999997,0.030299999999999997,0.0,0.060599999999999994,0.0909,0.0
"Recommend special diets to improve athletes' health, increase their stamina, or alter their weight.",0.8889,0.0889,0.0222,0.0,0.0,0.0,0.0
"Recommend tests or testing conditions in accordance with designs, customer requirements, or industry standards to ensure test validity.",0.6923,0.0,0.11539999999999999,0.0,0.15380000000000002,0.0385,0.0
Recommend the use of vitamin and mineral supplements to enhance the health of patients and children.,0.7105,0.0263,0.15789999999999998,0.0,0.10529999999999999,0.0,0.0
"Recommend to clients strategies in cash management, insurance coverage, investment planning, or other areas to help them achieve their financial goals.",0.6667000000000001,0.0933,0.1467,0.0,0.0933,0.0,0.0
Recommend treatment and prevention methods for pest problems to clients.,0.8845999999999999,0.0385,0.0385,0.0385,0.0,0.0,0.0
Recommend ways to control or reduce risk.,0.8006,0.048,0.0645,0.018000000000000002,0.0435,0.0255,0.0
"Recommend workplace changes to improve health and safety, using knowledge of potentially harmful factors, such as heavy loads or repetitive motions.",0.7143,0.047599999999999996,0.09519999999999999,0.047599999999999996,0.047599999999999996,0.047599999999999996,0.0
"Recommend, select, and help locate or obtain merchandise based on customer needs and desires.",0.7162999999999999,0.10400000000000001,0.015700000000000002,0.024700000000000003,0.1377,0.0015,0.0
Reconcile or note and report discrepancies found in records.,0.88,0.05,0.01,0.01,0.05,0.0,0.0
Reconcile records of bank transactions.,0.9270999999999999,0.0417,0.0104,0.0104,0.0104,0.0,0.0
"Record and compile operational data by completing and maintaining forms, logs, or reports.",0.9073,0.04769999999999999,0.0,0.036699999999999997,0.0083,0.0,0.0
Record and edit the minutes of meetings and distribute to appropriate officials or staff members.,0.9,0.07,0.0,0.01,0.02,0.0,0.0
"Record and maintain files or records of customer requests, work or services performed, charges, expenses, inventory, or other dispatch information.",0.9375,0.0,0.0,0.0313,0.0313,0.0,0.0
"Record and maintain patient information, such as vital signs, eating habits, behavior, progress notes, treatments, or discharge plans.",0.8537,0.122,0.0,0.0,0.024399999999999998,0.0,0.0
Record and process results of procedures.,0.9615,0.0288,0.0,0.0096,0.0,0.0,0.0
"Record and report job-related activities, findings, transactions, violations, discrepancies, and decisions.",0.9275,0.028999999999999998,0.0,0.028999999999999998,0.014499999999999999,0.0,0.0
"Record and report time, materials, faults, deficiencies, or other unusual occurrences on work orders.",0.8332999999999999,0.16670000000000001,0.0,0.0,0.0,0.0,0.0
"Record details of attendance, sales, receipts, reservations, or repair activities.",0.9417,0.0083,0.0,0.0167,0.0333,0.0,0.0
"Record details of calls, dispatches, and messages.",0.878,0.048799999999999996,0.0,0.0732,0.0,0.0,0.0
"Record guest comments or complaints, referring customers to managers as necessary.",0.7895,0.10529999999999999,0.0,0.10529999999999999,0.0,0.0,0.0
Record height or weight of patients.,0.7619,0.1905,0.0,0.0,0.047599999999999996,0.0,0.0
"Record information, such as cash receipts and ticket fares, and maintain log book.",0.9015000000000001,0.0909,0.0,0.0,0.0076,0.0,0.0
"Record information, such as personnel, production, or operational data on specified forms or reports.",0.8812000000000001,0.0594,0.0,0.056100000000000004,0.0033,0.0,0.0
"Record laboratory or field data, including numerical data, test results, photographs, or summaries of visual observations.",0.95,0.025,0.025,0.0,0.0,0.0,0.0
Record operational data on specified forms.,0.8828,0.0759,0.0,0.0276,0.0138,0.0,0.0
Record operational or production data on specified forms.,0.8265,0.1195,0.0016,0.037599999999999995,0.0131,0.0016,0.0
"Record or compile test results or prepare graphs, charts, or reports.",0.84,0.12,0.0,0.04,0.0,0.0,0.0
Record or oversee recording of information to ensure currency of engineering drawings and documentation of production problems.,0.7619,0.047599999999999996,0.0,0.0,0.1905,0.0,0.0
"Record patients' medical history, vital statistics, or information such as test results in medical records.",0.9,0.0667,0.0,0.0333,0.0,0.0,0.0
"Record product, packaging, and order information on specified forms and records.",0.98,0.02,0.0,0.0,0.0,0.0,0.0
Record production and operational data on specified forms.,0.7615000000000001,0.1769,0.0077,0.0231,0.0308,0.0,0.0
"Record production data, including volume produced, consumption of raw materials, or quality control measures.",0.6875,0.125,0.0,0.0625,0.125,0.0,0.0
Record production or operational data on specified forms.,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Record sales or delivery information on daily sales or delivery record.,0.8969,0.0722,0.0,0.0155,0.0155,0.0,0.0
"Record shipment data, such as weight, charges, space availability, damages, or discrepancies, for reporting, accounting, or recordkeeping purposes.",0.9714,0.0286,0.0,0.0,0.0,0.0,0.0
Record symbols on computer storage media and use computer aided transcription to translate and display them as text.,0.9048,0.0265,0.0,0.0582,0.0106,0.0,0.0
"Record test data and prepare reports, summaries, or charts that interpret test results.",0.8181999999999999,0.0909,0.0,0.030299999999999997,0.060599999999999994,0.0,0.0
Record the specifics of malfunctioning machines and document malfunctions needing repair.,0.9565,0.0435,0.0,0.0,0.0,0.0,0.0
"Record transaction information on forms or logs, and notify designated personnel of discrepancies.",0.8240000000000001,0.136,0.0,0.024,0.008,0.008,0.0
Record treatment information in patient records.,0.8484999999999999,0.060599999999999994,0.0,0.0,0.030299999999999997,0.060599999999999994,0.0
Record type and cost of maintenance or repair work.,0.8824,0.0,0.0,0.0588,0.0588,0.0,0.0
Record work activities performed.,0.878,0.065,0.0,0.0163,0.0407,0.0,0.0
"Record, process, and maintain patient data or treatment records and prepare reports.",0.9565,0.018600000000000002,0.0062,0.0,0.018600000000000002,0.0,0.0
Recruit staff members.,0.8462000000000001,0.054900000000000004,0.0,0.0733,0.0183,0.0073,0.0
"Recruit, interview, and select employees.",0.75,0.2,0.0,0.05,0.0,0.0,0.0
"Refer clients to community resources for services, such as job placement, debt counseling, legal aid, housing, medical treatment, or financial assistance, and provide concrete information, such as where to go and how to apply.",0.6769,0.13849999999999998,0.0692,0.09230000000000001,0.0,0.0231,0.0
Refer clients to community resources or services.,0.5909,0.1591,0.0227,0.2045,0.0,0.0227,0.0
"Refer clients to other specialists, institutions, or support services as necessary.",0.6731,0.11539999999999999,0.15380000000000002,0.0,0.0385,0.0192,0.0
Refer customers to appropriate bank personnel to meet their financial needs.,0.5789,0.0526,0.0526,0.2632,0.0526,0.0,0.0
Refer guest problems or complaints to supervisors.,0.6296,0.3148,0.0,0.0463,0.009300000000000001,0.0,0.0
Refer patients to other health care practitioners as necessary.,0.7143,0.035699999999999996,0.035699999999999996,0.2143,0.0,0.0,0.0
Refer patients to other health professionals or agencies when appropriate.,0.6537999999999999,0.1026,0.0513,0.15380000000000002,0.0256,0.0128,0.0
Refer patients to specialists or community resources.,0.7143,0.047599999999999996,0.09519999999999999,0.1429,0.0,0.0,0.0
Refer patients to specialists or other practitioners.,0.5455,0.1818,0.0909,0.1364,0.0,0.0455,0.0
"Refer patients, clients, or family members to community resources or to specialists as necessary.",0.5926,0.037000000000000005,0.037000000000000005,0.3333,0.0,0.0,0.0
"Refer people to community support services, psychologists, or doctors.",0.3333,0.12119999999999999,0.030299999999999997,0.4545,0.030299999999999997,0.030299999999999997,0.0
"Refer to schematic drawings, product manuals, and troubleshooting guides to diagnose and repair problems.",0.775,0.1,0.0,0.075,0.025,0.025,0.0
Refer unresolved customer grievances to designated departments for further investigation.,0.5402,0.32159999999999994,0.0025,0.1231,0.0075,0.005,0.0
"Reformat documents, moving paragraphs or columns.",0.9348000000000001,0.022799999999999997,0.0006,0.0075,0.0325,0.0018,0.0
Relay or route written or verbal messages.,0.8065000000000001,0.09960000000000001,0.0016,0.0784,0.0131,0.0008,0.0
"Relay work orders, messages, or information to or from work crews, supervisors, or field inspectors, using telephones or two-way radios.",0.8378,0.16219999999999998,0.0,0.0,0.0,0.0,0.0
"Report and document safety hazards, potentially hazardous conditions, and unsafe practices and procedures.",0.7308,0.0385,0.0,0.1923,0.0385,0.0,0.0
Report delays or accidents.,0.8462000000000001,0.07690000000000001,0.0,0.0641,0.0,0.0128,0.0
"Report delays, accidents, or other traffic and transportation situations, using telephones or mobile two-way radios.",0.8234999999999999,0.0294,0.0,0.1471,0.0,0.0,0.0
Report equipment problems and ensure that required repairs are made.,0.7803,0.0379,0.0,0.1818,0.0,0.0,0.0
"Report on specialized fields such as medicine, green technology, environmental issues, science, politics, sports, arts, consumer affairs, business, religion, crime, or education.",1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Report overpayments, underpayments, and other irregularities.",0.8889,0.11109999999999999,0.0,0.0,0.0,0.0,0.0
"Report project plans, progress, and results.",0.7951999999999999,0.1099,0.0028000000000000004,0.07730000000000001,0.011200000000000002,0.0037,0.0
"Report project status, such as budget, resources, technical issues, or customer satisfaction, to managers.",0.8314,0.07730000000000001,0.002,0.0766,0.0127,0.0,0.0
"Report results of statistical analyses, including information in the form of graphs, charts, and tables.",0.7656000000000001,0.053099999999999994,0.0037,0.0018,0.17579999999999998,0.0,0.0
"Report to management about asset utilization and audit results, and recommend changes in operations and financial activities.",0.9394,0.030299999999999997,0.0,0.0,0.030299999999999997,0.0,0.0
Report to management regarding the finances of establishment.,0.8695999999999999,0.087,0.0,0.0435,0.0,0.0,0.0
Request and review project updates to ensure deadlines are met.,0.8014,0.08800000000000001,0.0068000000000000005,0.09480000000000001,0.009000000000000001,0.0,0.0
"Research and analyze customer design proposals, specifications, manuals, or other data to evaluate the feasibility, cost, or maintenance requirements of designs or applications.",0.7547,0.056600000000000004,0.056600000000000004,0.0189,0.0943,0.0189,0.0
"Research and analyze laws, regulations, policies, and precedent decisions to prepare for hearings and to determine conclusions.",0.8416,0.019799999999999998,0.0371,0.0074,0.07429999999999999,0.019799999999999998,0.0
"Research and apply innovative solutions for product design, visuals, and user experience to meet the needs of individual Web development projects.",0.738,0.0421,0.0018,0.0073,0.20879999999999999,0.0021,0.0
"Research and evaluate suppliers, based on price, quality, selection, service, support, availability, reliability, production and distribution capabilities, and the supplier's reputation and history.",0.9307,0.026000000000000002,0.013000000000000001,0.013000000000000001,0.0173,0.0,0.0
Research and identify potential customers for products or services.,0.9548000000000001,0.0196,0.0026,0.0111,0.0118,0.0,0.0
Research and test new or modified hardware or software products to determine performance and interoperability.,0.7436,0.1282,0.0256,0.07690000000000001,0.0256,0.0,0.0
"Research current trends and new technology, such as printing production techniques, computer software, and design trends.",0.8022,0.054900000000000004,0.07690000000000001,0.022000000000000002,0.033,0.011000000000000001,0.0
Research hardware or software products to meet technical networking or security needs.,0.8676,0.0735,0.0441,0.0147,0.0,0.0,0.0
Research information requested by farmers.,0.8332999999999999,0.037000000000000005,0.0,0.0741,0.037000000000000005,0.018500000000000003,0.0
"Research laws, court decisions, documents, opinions, briefs, or other information related to cases before the court.",0.8593999999999999,0.0,0.015600000000000001,0.0078000000000000005,0.0547,0.0625,0.0
"Research laws, regulations, policies, or precedent decisions to prepare for hearings.",0.7241,0.069,0.0862,0.0172,0.10339999999999999,0.0,0.0
Research legal issues and write opinions on the issues.,0.8043,0.0,0.0435,0.0217,0.0435,0.087,0.0
Research new financial products or analytics to determine their usefulness.,0.9915,0.0,0.0,0.0,0.0,0.0085,0.0
Research new software or design concepts.,0.6861,0.081,0.10890000000000001,0.0076,0.1114,0.0051,0.0
"Research production specifications, costs, production materials, and manufacturing methods and provide cost estimates and itemized production requirements.",0.8153,0.0701,0.0,0.0127,0.0828,0.0191,0.0
"Research the history of a particular country or region, or of a specific time period.",0.8403,0.0252,0.0924,0.0168,0.0252,0.0,0.0
Research the target audience of projects.,0.9234,0.023,0.0077,0.015300000000000001,0.030699999999999998,0.0,0.0
"Research various topics, including site history, environmental conditions, and clients' skills and abilities to plan appropriate expeditions, instruction, and commentary.",0.9044,0.0199,0.0159,0.0438,0.012,0.004,0.0
"Research, compile, analyze and organize information from maps, reports, investigations, and books for use in reports and special projects.",0.9915,0.0042,0.0,0.0042,0.0,0.0,0.0
"Research, compile, and prepare reports, manuals, correspondence, or other information required by management or governmental agencies.",0.9525,0.0141,0.002,0.0055000000000000005,0.025099999999999997,0.0008,0.0
"Research, design, evaluate, install, operate, or maintain mechanical products, equipment, systems or processes to meet requirements.",0.9858,0.0,0.0095,0.0,0.0,0.004699999999999999,0.0
"Research, document, rate, or select alternatives for Web architecture or technologies.",0.6406000000000001,0.09380000000000001,0.1406,0.0313,0.09380000000000001,0.0,0.0
"Research, evaluate, and prepare recommendations on curricula, instructional methods, and materials for school systems.",0.9487000000000001,0.0,0.0256,0.0,0.0256,0.0,0.0
"Research, test, or verify proper functioning of software patches and fixes.",0.7631,0.16920000000000002,0.0031,0.0277,0.0062,0.0308,0.0
"Resolve any problems with itineraries, service, or accommodations.",0.6286,0.3143,0.0,0.0070999999999999995,0.05,0.0,0.0
Resolve customer complaints or answer customers' questions regarding policies and procedures.,0.6322,0.1493,0.09269999999999999,0.09269999999999999,0.0195,0.0137,0.0
"Resolve customer complaints regarding problems, such as payout errors.",0.629,0.311,0.0,0.0495,0.0070999999999999995,0.0034999999999999996,0.0
Resolve customer complaints regarding sales and service.,0.7314,0.2051,0.0,0.0363,0.0254,0.0018,0.0
Resolve customer complaints regarding worker performance or services rendered.,0.7568,0.2162,0.0,0.027000000000000003,0.0,0.0,0.0
Resolve customer complaints.,0.7232,0.215,0.0052,0.0365,0.0172,0.003,0.0
"Resolve customers' service or billing complaints by performing activities such as exchanging merchandise, refunding money, or adjusting bills.",0.7669,0.1656,0.0060999999999999995,0.030699999999999998,0.030699999999999998,0.0,0.0
Resolve discrepancies in accounting records.,0.7273000000000001,0.1364,0.0,0.0,0.1364,0.0,0.0
"Resolve problems concerning transportation, logistics systems, imports or exports, or customer issues.",0.8261,0.1594,0.0,0.0,0.014499999999999999,0.0,0.0
Resolve problems or discrepancies concerning customers' accounts.,0.7203,0.2288,0.0,0.0424,0.0,0.0085,0.0
"Respond to customer and supplier inquiries about order status, changes, or cancellations.",0.6364,0.19699999999999998,0.0,0.1515,0.0152,0.0,0.0
"Respond to customer complaints, legal inquiries, payment negotiations, or other post-service matters.",0.7314,0.2107,0.0040999999999999995,0.0248,0.0165,0.0124,0.0
Respond to customer inquiries or complaints.,0.6251,0.278,0.0073,0.0741,0.012199999999999999,0.0033,0.0
Respond to general inquiries or requests from the public.,0.6670999999999999,0.012199999999999999,0.2539,0.0495,0.0143,0.0029,0.0
"Respond to passengers' questions, requests, or complaints.",0.5556,0.0741,0.037000000000000005,0.22219999999999998,0.11109999999999999,0.0,0.0
